74,Faster Pussycat! Kill! Kill! (1965),Faster Pussycat Kill Kill（1965）.jpg,1965,"Action, Comedy, Drama",lx,未完成
75,Brother Minister: The Assassination of Malcolm X (1994),Brother Minister The Assassination of Malcolm X（1994）.jpg,1994,Documentary,lx,未完成
76,Carlito's Way (1993),Carlitos Way（1993）.jpg,1993,"Crime, Drama",lx,未完成
77,"Firm, The (1993)",Firm The（1993）.jpg,1993,"Drama, Thriller",lx,未完成
78,Free Willy (1993),Free Willy（1993）.jpg,1993,"Adventure, Children's, Drama",lx,未完成
80,Hot Shots! Part Deux (1993),Hot Shots Part Deux（1993）.jpg,1993,"Action, Comedy, War",lx,未完成
81,"Hudsucker Proxy, The (1994)",Hudsucker Proxy The（1994）.jpg,1994,"Comedy, Romance",lx,未完成
84,Robert A. Heinlein's The Puppet Masters (1994),Robert A Heinleins The Puppet Masters（1994）.jpg,1994,"Horror, Sci-Fi",lx,未完成
85,"Ref, The (1994)",Ref The（1994）.jpg,1994,Comedy,lx,未完成
86,"Remains of the Day, The (1993)",Remains of the Day The（1993）.jpg,1993,Drama,lx,未完成
87,Searching for Bobby Fischer (1993),Searching for Bobby Fischer（1993）.jpg,1993,Drama,lx,未完成
88,Sleepless in Seattle (1993),Sleepless in Seattle（1993）.jpg,1993,"Comedy, Romance",lx,未完成
89,Blade Runner (1982),Blade Runner（1982）.jpg,1982,"Film-Noir, Sci-Fi",lx,未完成
90,So I Married an Axe Murderer (1993),So I Married an Axe Murderer（1993）.jpg,1993,"Comedy, Romance, Thriller",lx,未完成
93,Welcome to the Dollhouse (1995),Welcome to the Dollhouse（1995）.jpg,1995,"Comedy, Drama",lx,未完成
98,"Silence of the Lambs, The (1991)",Silence of the Lambs The（1991）.jpg,1991,"Drama, Thriller",lx,未完成
100,Fargo (1996),Fargo（1996）.jpg,1996,"Crime, Drama, Thriller",lx,未完成
104,Theodore Rex (1995),Theodore Rex（1995）.jpg,1995,Comedy,lx,未完成
105,Sgt. Bilko (1996),Sgt Bilko（1996）.jpg,1996,Comedy,lx,未完成
106,Diabolique (1996),Diabolique（1996）.jpg,1996,"Drama, Thriller",lx,未完成
107,Moll Flanders (1996),Moll Flanders（1996）.jpg,1996,Drama,lx,未完成
108,Kids in the Hall: Brain Candy (1996),Kids in the Hall Brain Candy（1996）.jpg,1996,Comedy,lx,未完成
109,Mystery Science Theater 3000: The Movie (1996),Mystery Science Theater 3000 The Movie（1996）.jpg,1996,"Comedy, Sci-Fi",lx,未完成
110,Operation Dumbo Drop (1995),Operation Dumbo Drop（1995）.jpg,1995,"Action, Adventure, Comedy, War",lx,未完成
111,"Truth About Cats & Dogs, The (1996)",Truth About Cats Dogs The（1996）.jpg,1996,"Comedy, Romance",lx,未完成
112,Flipper (1996),Flipper（1996）.jpg,1996,"Adventure, Children's",lx,未完成
113,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Horseman on the Roof The Hussard sur le toit Le（1995）.jpg,1995,Drama,lx,未完成
115,"Haunted World of Edward D. Wood Jr., The (1995)",Haunted World of Edward D Wood Jr The（1995）.jpg,1995,Documentary,lx,未完成
120,Striptease (1996),Striptease（1996）.jpg,1996,"Comedy, Crime",lx,未完成
122,"Cable Guy, The (1996)",Cable Guy The（1996）.jpg,1996,Comedy,lx,未完成
123,"Frighteners, The (1996)",Frighteners The（1996）.jpg,1996,"Comedy, Horror",lx,未完成
124,Lone Star (1996),Lone Star（1996）.jpg,1996,"Drama, Mystery",lx,未完成
125,Phenomenon (1996),Phenomenon（1996）.jpg,1996,"Drama, Romance",lx,未完成
126,"Spitfire Grill, The (1996)",Spitfire Grill The（1996）.jpg,1996,Drama,lx,未完成
127,"Godfather, The (1972)",Godfather The（1972）.jpg,1972,"Action, Crime, Drama",lx,未完成
129,Bound (1996),Bound（1996）.jpg,1996,"Crime, Drama, Romance, Thriller",lx,未完成
130,Kansas City (1996),Kansas City（1996）.jpg,1996,Crime,lx,未完成
131,Breakfast at Tiffany's (1961),Breakfast at Tiffanys（1961）.jpg,1961,"Drama, Romance",lx,未完成
133,Gone with the Wind (1939),Gone with the Wind（1939）.jpg,1939,"Drama, Romance, War",lx,未完成
134,Citizen Kane (1941),Citizen Kane（1941）.jpg,1941,Drama,lx,未完成
135,2001: A Space Odyssey (1968),2001 A Space Odyssey（1968）.jpg,1968,"Drama, Mystery, Sci-Fi, Thriller",lx,未完成
136,Mr. Smith Goes to Washington (1939),Mr Smith Goes to Washington（1939）.jpg,1939,Drama,lx,未完成
137,Big Night (1996),Big Night（1996）.jpg,1996,Drama,lx,未完成
138,D3: The Mighty Ducks (1996),D3 The Mighty Ducks（1996）.jpg,1996,"Children's, Comedy",lx,未完成
143,"Sound of Music, The (1965)",Sound of Music The（1965）.jpg,1965,Musical,lx,未完成
145,"Lawnmower Man, The (1992)",Lawnmower Man The（1992）.jpg,1992,"Action, Sci-Fi, Thriller",lx,未完成
146,Unhook the Stars (1996),Unhook the Stars（1996）.jpg,1996,Drama,lx,未完成
149,Jude (1996),Jude（1996）.jpg,1996,Drama,lx,未完成
152,Sleeper (1973),Sleeper（1973）.jpg,1973,"Comedy, Sci-Fi",lx,未完成
154,Monty Python's Life of Brian (1979),Monty Pythons Life of Brian（1979）.jpg,1979,Comedy,lx,未完成
155,Dirty Dancing (1987),Dirty Dancing（1987）.jpg,1987,"Musical, Romance",lx,未完成
156,Reservoir Dogs (1992),Reservoir Dogs（1992）.jpg,1992,"Crime, Thriller",lx,未完成
157,Platoon (1986),Platoon（1986）.jpg,1986,"Drama, War",lx,未完成
158,Weekend at Bernie's (1989),Weekend at Bernies（1989）.jpg,1989,Comedy,lx,未完成
159,Basic Instinct (1992),Basic Instinct（1992）.jpg,1992,"Mystery, Thriller",lx,未完成
160,Glengarry Glen Ross (1992),Glengarry Glen Ross（1992）.jpg,1992,Drama,lx,未完成
162,On Golden Pond (1981),On Golden Pond（1981）.jpg,1981,Drama,lx,未完成
163,"Return of the Pink Panther, The (1974)",Return of the Pink Panther The（1974）.jpg,1974,Comedy,lx,未完成
165,Jean de Florette (1986),Jean de Florette（1986）.jpg,1986,Drama,lx,未完成
166,Manon of the Spring (Manon des sources) (1986),Manon of the Spring Manon des sources（1986）.jpg,1986,Drama,lx,未完成
167,Private Benjamin (1980),Private Benjamin（1980）.jpg,1980,Comedy,lx,未完成
174,Raiders of the Lost Ark (1981),Raiders of the Lost Ark（1981）.jpg,1981,"Action, Adventure",lx,未完成
175,Brazil (1985),Brazil（1985）.jpg,1985,Sci-Fi,lx,未完成
178,12 Angry Men (1957),12 Angry Men（1957）.jpg,1957,Drama,lx,未完成
179,"Clockwork Orange, A (1971)",Clockwork Orange A（1971）.jpg,1971,Sci-Fi,lx,未完成
180,Apocalypse Now (1979),Apocalypse Now（1979）.jpg,1979,"Drama, War",lx,未完成
181,Return of the Jedi (1983),Return of the Jedi（1983）.jpg,1983,"Action, Adventure, Romance, Sci-Fi, War",lx,未完成
182,GoodFellas (1990),GoodFellas（1990）.jpg,1990,"Crime, Drama",lx,未完成
185,Psycho (1960),Psycho（1960）.jpg,1960,"Horror, Romance, Thriller",lx,未完成
187,"Godfather: Part II, The (1974)",Godfather Part II The（1974）.jpg,1974,"Action, Crime, Drama",lx,未完成
190,Henry V (1989),Henry V（1989）.jpg,1989,"Drama, War",lx,未完成
191,Amadeus (1984),Amadeus（1984）.jpg,1984,"Drama, Mystery",lx,未完成
192,Raging Bull (1980),Raging Bull（1980）.jpg,1980,Drama,lx,未完成
193,"Right Stuff, The (1983)",Right Stuff The（1983）.jpg,1983,Drama,lx,未完成
196,Dead Poets Society (1989),Dead Poets Society（1989）.jpg,1989,Drama,lx,未完成
197,"Graduate, The (1967)",Graduate The（1967）.jpg,1967,"Drama, Romance",lx,未完成
198,Nikita (La Femme Nikita) (1990),Nikita La Femme Nikita（1990）.jpg,1990,Thriller,lx,未完成
199,"Bridge on the River Kwai, The (1957)",Bridge on the River Kwai The（1957）.jpg,1957,"Drama, War",lx,未完成
200,"Shining, The (1980)",Shining The（1980）.jpg,1980,Horror,lx,未完成
203,Unforgiven (1992),Unforgiven（1992）.jpg,1992,Western,lx,未完成
205,Patton (1970),Patton（1970）.jpg,1970,"Drama, War",lx,未完成
208,Young Frankenstein (1974),Young Frankenstein（1974）.jpg,1974,"Comedy, Horror",lx,未完成
209,This Is Spinal Tap (1984),This Is Spinal Tap（1984）.jpg,1984,"Comedy, Drama, Musical",lx,未完成
211,M*A*S*H (1970),MASH（1970）.jpg,1970,"Comedy, War",lx,未完成
212,"Unbearable Lightness of Being, The (1988)",Unbearable Lightness of Being The（1988）.jpg,1988,Drama,lx,未完成
213,"Room with a View, A (1986)",Room with a View A（1986）.jpg,1986,"Drama, Romance",lx,未完成
214,Pink Floyd - The Wall (1982),Pink Floyd The Wall（1982）.jpg,1982,"Drama, Musical, War",lx,未完成
215,Field of Dreams (1989),Field of Dreams（1989）.jpg,1989,Drama,lx,未完成
216,When Harry Met Sally... (1989),When Harry Met Sally（1989）.jpg,1989,"Comedy, Romance",lx,未完成
217,Bram Stoker's Dracula (1992),Bram Stokers Dracula（1992）.jpg,1992,"Horror, Romance",lx,未完成
218,Cape Fear (1991),Cape Fear（1991）.jpg,1991,Thriller,lx,未完成
219,"Nightmare on Elm Street, A (1984)",Nightmare on Elm Street A（1984）.jpg,1984,Horror,lx,未完成
220,"Mirror Has Two Faces, The (1996)",Mirror Has Two Faces The（1996）.jpg,1996,"Comedy, Romance",lx,未完成
221,Breaking the Waves (1996),Breaking the Waves（1996）.jpg,1996,Drama,lx,未完成
222,Star Trek: First Contact (1996),Star Trek First Contact（1996）.jpg,1996,"Action, Adventure, Sci-Fi",lx,未完成
223,Sling Blade (1996),Sling Blade（1996）.jpg,1996,"Drama, Thriller",lx,未完成
224,Ridicule (1996),Ridicule（1996）.jpg,1996,Drama,lx,未完成
231,Batman Returns (1992),Batman Returns（1992）.jpg,1992,"Action, Adventure, Comedy, Crime",lx,未完成
232,Young Guns (1988),Young Guns（1988）.jpg,1988,"Action, Comedy, Western",lx,未完成
233,Under Siege (1992),Under Siege（1992）.jpg,1992,Action,lx,未完成
235,Mars Attacks! (1996),Mars Attacks（1996）.jpg,1996,"Action, Comedy, Sci-Fi, War",lx,未完成
236,Citizen Ruth (1996),Citizen Ruth（1996）.jpg,1996,"Comedy, Drama",lx,未完成
237,Jerry Maguire (1996),Jerry Maguire（1996）.jpg,1996,"Drama, Romance",lx,未完成
238,Raising Arizona (1987),Raising Arizona（1987）.jpg,1987,Comedy,lx,未完成
239,Sneakers (1992),Sneakers（1992）.jpg,1992,"Crime, Drama, Sci-Fi",lx,未完成
242,Kolya (1996),Kolya（1996）.jpg,1996,Comedy,lx,未完成
243,Jungle2Jungle (1997),Jungle2Jungle（1997）.jpg,1997,"Children's, Comedy",lx,未完成
244,Smilla's Sense of Snow (1997),Smillas Sense of Snow（1997）.jpg,1997,"Action, Drama, Thriller",lx,未完成
245,"Devil's Own, The (1997)",Devils Own The（1997）.jpg,1997,"Action, Drama, Thriller, War",lx,未完成
246,Chasing Amy (1997),Chasing Amy（1997）.jpg,1997,"Drama, Romance",lx,未完成
247,Turbo: A Power Rangers Movie (1997),Turbo A Power Rangers Movie（1997）.jpg,1997,"Action, Adventure, Children's",lx,未完成
248,Grosse Pointe Blank (1997),Grosse Pointe Blank（1997）.jpg,1997,"Comedy, Crime",lx,未完成
249,Austin Powers: International Man of Mystery (1997),Austin Powers International Man of Mystery（1997）.jpg,1997,Comedy,lx,未完成
252,"Lost World: Jurassic Park, The (1997)",Lost World Jurassic Park The（1997）.jpg,1997,"Action, Adventure, Sci-Fi, Thriller",lx,未完成
253,"Pillow Book, The (1995)",Pillow Book The（1995）.jpg,1995,"Drama, Romance",lx,未完成
254,Batman & Robin (1997),Batman Robin（1997）.jpg,1997,"Action, Adventure, Crime",lx,未完成
255,My Best Friend's Wedding (1997),My Best Friends Wedding（1997）.jpg,1997,"Comedy, Romance",lx,未完成
256,When the Cats Away (Chacun cherche son chat) (1996),When the Cats Away Chacun cherche son chat（1996）.jpg,1996,"Comedy, Romance",lx,未完成
258,Contact (1997),Contact（1997）.jpg,1997,"Drama, Sci-Fi",lx,未完成
259,George of the Jungle (1997),George of the Jungle（1997）.jpg,1997,"Children's, Comedy",lx,未完成
260,Event Horizon (1997),Event Horizon（1997）.jpg,1997,"Action, Mystery, Sci-Fi, Thriller",lx,未完成
261,Air Bud (1997),Air Bud（1997）.jpg,1997,"Children's, Comedy",lx,未完成
262,In the Company of Men (1997),In the Company of Men（1997）.jpg,1997,Drama,lx,未完成
263,Steel (1997),Steel（1997）.jpg,1997,Action,lx,未完成
264,Mimic (1997),Mimic（1997）.jpg,1997,"Sci-Fi, Thriller",lx,未完成
266,Kull the Conqueror (1997),Kull the Conqueror（1997）.jpg,1997,"Action, Adventure",lx,未完成
267,unknown,unknown.jpg,,,lx,未完成
268,Chasing Amy (1997),Chasing Amy（1997）.jpg,1997,"Drama, Romance",lx,未完成
269,"Full Monty, The (1997)",Full Monty The（1997）.jpg,1997,Comedy,lx,未完成
270,Gattaca (1997),Gattaca（1997）.jpg,1997,"Drama, Sci-Fi, Thriller",lx,未完成
272,Good Will Hunting (1997),Good Will Hunting（1997）.jpg,1997,Drama,lx,未完成
274,Sabrina (1995),Sabrina（1995）.jpg,1995,"Comedy, Romance",lx,未完成
275,Sense and Sensibility (1995),Sense and Sensibility（1995）.jpg,1995,"Drama, Romance",lx,未完成
276,Leaving Las Vegas (1995),Leaving Las Vegas（1995）.jpg,1995,"Drama, Romance",lx,未完成
277,Restoration (1995),Restoration（1995）.jpg,1995,Drama,lx,未完成
278,Bed of Roses (1996),Bed of Roses（1996）.jpg,1996,"Drama, Romance",lx,未完成
279,Once Upon a Time... When We Were Colored (1995),Once Upon a Time When We Were Colored（1995）.jpg,1995,Drama,lx,未完成
280,Up Close and Personal (1996),Up Close and Personal（1996）.jpg,1996,"Drama, Romance",lx,未完成
281,"River Wild, The (1994)",River Wild The（1994）.jpg,1994,"Action, Thriller",lx,未完成
282,"Time to Kill, A (1996)",Time to Kill A（1996）.jpg,1996,Drama,lx,未完成
283,Emma (1996),Emma（1996）.jpg,1996,"Drama, Romance",lx,未完成
284,Tin Cup (1996),Tin Cup（1996）.jpg,1996,"Comedy, Romance",lx,未完成
285,Secrets & Lies (1996),Secrets Lies（1996）.jpg,1996,Drama,lx,未完成
286,"English Patient, The (1996)",English Patient The（1996）.jpg,1996,"Drama, Romance, War",lx,未完成
287,Marvin's Room (1996),Marvins Room（1996）.jpg,1996,Drama,lx,未完成
288,Scream (1996),Scream（1996）.jpg,1996,"Horror, Thriller",lx,未完成
289,Evita (1996),Evita（1996）.jpg,1996,"Drama, Musical",lx,未完成
290,Fierce Creatures (1997),Fierce Creatures（1997）.jpg,1997,Comedy,lx,未完成
291,Absolute Power (1997),Absolute Power（1997）.jpg,1997,"Mystery, Thriller",lx,未完成
292,Rosewood (1997),Rosewood（1997）.jpg,1997,Drama,lx,未完成
293,Donnie Brasco (1997),Donnie Brasco（1997）.jpg,1997,"Crime, Drama",lx,未完成
294,Liar Liar (1997),Liar Liar（1997）.jpg,1997,Comedy,lx,未完成
296,"Promesse, La (1996)",Promesse La（1996）.jpg,1996,Drama,lx,未完成
297,Ulee's Gold (1997),Ulees Gold（1997）.jpg,1997,Drama,lx,未完成
299,Hoodlum (1997),Hoodlum（1997）.jpg,1997,"Crime, Drama, Film-Noir",lx,未完成
301,In & Out (1997),In Out（1997）.jpg,1997,Comedy,lx,未完成
302,L.A. Confidential (1997),LA Confidential（1997）.jpg,1997,"Crime, Film-Noir, Mystery, Thriller",lx,未完成
303,Ulee's Gold (1997),Ulees Gold（1997）.jpg,1997,Drama,lx,未完成
305,"Ice Storm, The (1997)",Ice Storm The（1997）.jpg,1997,Drama,lx,未完成
306,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",Mrs Brown Her Majesty Mrs Brown（1997）.jpg,1997,"Drama, Romance",lx,未完成
307,"Devil's Advocate, The (1997)",Devils Advocate The（1997）.jpg,1997,"Crime, Horror, Mystery, Thriller",lx,未完成
309,Deceiver (1997),Deceiver（1997）.jpg,1997,Crime,lx,未完成
310,"Rainmaker, The (1997)",Rainmaker The（1997）.jpg,1997,Drama,lx,未完成
311,"Wings of the Dove, The (1997)",Wings of the Dove The（1997）.jpg,1997,"Drama, Romance, Thriller",lx,未完成
312,Midnight in the Garden of Good and Evil (1997),Midnight in the Garden of Good and Evil（1997）.jpg,1997,"Comedy, Crime, Drama, Mystery",lx,未完成
313,Titanic (1997),Titanic（1997）.jpg,1997,"Action, Drama, Romance",lx,未完成
314,3 Ninjas: High Noon At Mega Mountain (1998),3 Ninjas High Noon At Mega Mountain（1998）.jpg,1998,"Action, Children's",lx,未完成
315,Apt Pupil (1998),Apt Pupil（1998）.jpg,1998,"Drama, Thriller",lx,未完成
317,In the Name of the Father (1993),In the Name of the Father（1993）.jpg,1993,Drama,lx,未完成
318,Schindler's List (1993),Schindlers List（1993）.jpg,1993,"Drama, War",lx,未完成
319,Everyone Says I Love You (1996),Everyone Says I Love You（1996）.jpg,1996,"Comedy, Musical, Romance",lx,未完成
320,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Paradise Lost The Child Murders at Robin Hood Hills（1996）.jpg,1996,Documentary,lx,未完成
321,Mother (1996),Mother（1996）.jpg,1996,Comedy,lx,未完成
322,Murder at 1600 (1997),Murder at 1600（1997）.jpg,1997,"Mystery, Thriller",lx,未完成
323,Dante's Peak (1997),Dantes Peak（1997）.jpg,1997,"Action, Thriller",lx,未完成
324,Lost Highway (1997),Lost Highway（1997）.jpg,1997,Mystery,lx,未完成
325,Crash (1996),Crash（1996）.jpg,1996,"Drama, Thriller",lx,未完成
327,Cop Land (1997),Cop Land（1997）.jpg,1997,"Crime, Drama, Mystery",lx,未完成
329,Desperate Measures (1998),Desperate Measures（1998）.jpg,1998,"Crime, Drama, Thriller",lx,未完成
330,187 (1997),187（1997）.jpg,1997,Drama,lx,未完成
332,Kiss the Girls (1997),Kiss the Girls（1997）.jpg,1997,"Crime, Drama, Thriller",lx,未完成
333,"Game, The (1997)",Game The（1997）.jpg,1997,"Mystery, Thriller",lx,未完成
335,How to Be a Player (1997),How to Be a Player（1997）.jpg,1997,Comedy,lx,未完成
336,Playing God (1997),Playing God（1997）.jpg,1997,"Crime, Thriller",lx,未完成
337,"House of Yes, The (1997)",House of Yes The（1997）.jpg,1997,"Comedy, Drama, Thriller",lx,未完成
338,Bean (1997),Bean（1997）.jpg,1997,Comedy,lx,未完成
339,Mad City (1997),Mad City（1997）.jpg,1997,"Action, Drama",lx,未完成
340,Boogie Nights (1997),Boogie Nights（1997）.jpg,1997,Drama,lx,未完成
341,Critical Care (1997),Critical Care（1997）.jpg,1997,Comedy,lx,未完成
342,"Man Who Knew Too Little, The (1997)",Man Who Knew Too Little The（1997）.jpg,1997,"Comedy, Mystery",lx,未完成
343,Alien: Resurrection (1997),Alien Resurrection（1997）.jpg,1997,"Action, Horror, Sci-Fi",lx,未完成
344,"Apostle, The (1997)",Apostle The（1997）.jpg,1997,Drama,lx,未完成
345,Deconstructing Harry (1997),Deconstructing Harry（1997）.jpg,1997,"Comedy, Drama",lx,未完成
346,Jackie Brown (1997),Jackie Brown（1997）.jpg,1997,"Crime, Drama",lx,未完成
347,Wag the Dog (1997),Wag the Dog（1997）.jpg,1997,"Comedy, Drama",lx,未完成
348,Desperate Measures (1998),Desperate Measures（1998）.jpg,1998,"Crime, Drama, Thriller",lx,未完成
349,Hard Rain (1998),Hard Rain（1998）.jpg,1998,"Action, Thriller",lx,未完成
350,Fallen (1998),Fallen（1998）.jpg,1998,"Action, Mystery, Thriller",lx,未完成
351,"Prophecy II, The (1998)",Prophecy II The（1998）.jpg,1998,Horror,lx,未完成
352,Spice World (1997),Spice World（1997）.jpg,1997,"Comedy, Musical",lx,未完成
353,Deep Rising (1998),Deep Rising（1998）.jpg,1998,"Action, Horror, Sci-Fi",lx,未完成
354,"Wedding Singer, The (1998)",Wedding Singer The（1998）.jpg,1998,"Comedy, Romance",lx,未完成
355,Sphere (1998),Sphere（1998）.jpg,1998,"Adventure, Sci-Fi, Thriller",lx,未完成
356,"Client, The (1994)",Client The（1994）.jpg,1994,"Drama, Mystery, Thriller",lx,未完成
357,One Flew Over the Cuckoo's Nest (1975),One Flew Over the Cuckoos Nest（1975）.jpg,1975,Drama,lx,未完成
358,Spawn (1997),Spawn（1997）.jpg,1997,"Action, Adventure, Sci-Fi, Thriller",lx,未完成
359,"Assignment, The (1997)",Assignment The（1997）.jpg,1997,Thriller,lx,未完成
360,Wonderland (1997),Wonderland（1997）.jpg,1997,Documentary,lx,未完成
361,Incognito (1997),Incognito（1997）.jpg,1997,"Crime, Thriller",lx,未完成
362,Blues Brothers 2000 (1998),Blues Brothers 2000（1998）.jpg,1998,"Action, Comedy, Musical",lx,未完成
363,Sudden Death (1995),Sudden Death（1995）.jpg,1995,Action,lx,未完成
364,Ace Ventura: When Nature Calls (1995),Ace Ventura When Nature Calls（1995）.jpg,1995,Comedy,lx,未完成
365,Powder (1995),Powder（1995）.jpg,1995,Drama,lx,未完成
366,Dangerous Minds (1995),Dangerous Minds（1995）.jpg,1995,Drama,lx,未完成
367,Clueless (1995),Clueless（1995）.jpg,1995,Comedy,lx,未完成
368,Bio-Dome (1996),BioDome（1996）.jpg,1996,Comedy,lx,未完成
369,Black Sheep (1996),Black Sheep（1996）.jpg,1996,Comedy,lx,未完成
370,Mary Reilly (1996),Mary Reilly（1996）.jpg,1996,"Drama, Thriller",lx,未完成
371,"Bridges of Madison County, The (1995)",Bridges of Madison County The（1995）.jpg,1995,"Drama, Romance",lx,未完成
372,Jeffrey (1995),Jeffrey（1995）.jpg,1995,Comedy,lx,未完成
373,Judge Dredd (1995),Judge Dredd（1995）.jpg,1995,"Action, Adventure, Sci-Fi",lx,未完成
374,Mighty Morphin Power Rangers: The Movie (1995),Mighty Morphin Power Rangers The Movie（1995）.jpg,1995,"Action, Children's",lx,未完成
375,Showgirls (1995),Showgirls（1995）.jpg,1995,Drama,lx,未完成
376,Houseguest (1994),Houseguest（1994）.jpg,1994,Comedy,lx,未完成
377,Heavyweights (1994),Heavyweights（1994）.jpg,1994,"Children's, Comedy",lx,未完成
378,Miracle on 34th Street (1994),Miracle on 34th Street（1994）.jpg,1994,Drama,lx,未完成
379,Tales From the Crypt Presents: Demon Knight (1995),Tales From the Crypt Presents Demon Knight（1995）.jpg,1995,Horror,lx,未完成
381,Muriel's Wedding (1994),Muriels Wedding（1994）.jpg,1994,"Comedy, Romance",lx,未完成
382,"Adventures of Priscilla, Queen of the Desert, The (1994)",Adventures of Priscilla Queen of the Desert The（1994）.jpg,1994,"Comedy, Drama",lx,未完成
383,"Flintstones, The (1994)",Flintstones The（1994）.jpg,1994,"Children's, Comedy",lx,未完成
384,Naked Gun 33 1/3: The Final Insult (1994),Naked Gun 33 13 The Final Insult（1994）.jpg,1994,Comedy,lx,未完成
386,Addams Family Values (1993),Addams Family Values（1993）.jpg,1993,Comedy,lx,未完成
387,"Age of Innocence, The (1993)",Age of Innocence The（1993）.jpg,1993,Drama,lx,未完成
388,Beverly Hills Cop III (1994),Beverly Hills Cop III（1994）.jpg,1994,"Action, Comedy",lx,未完成
390,Fear of a Black Hat (1993),Fear of a Black Hat（1993）.jpg,1993,Comedy,lx,未完成
391,Last Action Hero (1993),Last Action Hero（1993）.jpg,1993,"Action, Comedy",lx,未完成
392,"Man Without a Face, The (1993)",Man Without a Face The（1993）.jpg,1993,Drama,lx,未完成
393,Mrs. Doubtfire (1993),Mrs Doubtfire（1993）.jpg,1993,Comedy,lx,未完成
394,Radioland Murders (1994),Radioland Murders（1994）.jpg,1994,"Comedy, Mystery, Romance",lx,未完成
395,Robin Hood: Men in Tights (1993),Robin Hood Men in Tights（1993）.jpg,1993,Comedy,lx,未完成
396,Serial Mom (1994),Serial Mom（1994）.jpg,1994,"Comedy, Crime, Horror",lx,未完成
397,Striking Distance (1993),Striking Distance（1993）.jpg,1993,Action,lx,未完成
398,Super Mario Bros. (1993),Super Mario Bros（1993）.jpg,1993,"Action, Adventure, Children's, Sci-Fi",lx,未完成
401,"Brady Bunch Movie, The (1995)",Brady Bunch Movie The（1995）.jpg,1995,Comedy,lx,未完成
402,Ghost (1990),Ghost（1990）.jpg,1990,"Comedy, Romance, Thriller",lx,未完成
404,Pinocchio (1940),Pinocchio（1940）.jpg,1940,"Animation, Children's",lx,未完成
406,Thinner (1996),Thinner（1996）.jpg,1996,"Horror, Thriller",lx,未完成
